,rank,name,type,matchs_played,score,profile_name,season,player_id,team_name,team_id
144,142.0,Lalit Chaudhary,Raider,3,7.0,/players/lalit-chaudhary,6,2306,/teams/gujarat-fortunegiants,31
145,142.0,Mahesh Maruti Magdum,All Rounder,4,7.0,/players/mahesh-maruti-magdum,6,2266,/teams/bengaluru-bulls,1
146,147.0,Victor Onyango Obiero,All Rounder,3,6.0,/players/victor-onyango-obiero,6,2257,/teams/tamil-thalaivas,29
147,147.0,Anuj Kumar,"Defender, right cover",7,6.0,/players/anuj-kumar,6,2336,/teams/telugu-titans,8
148,147.0,Bhuvneshwar Gaur,Raider,6,6.0,/players/bhuvneshwar-gaur,6,2315,/teams/haryana-steelers,28
149,147.0,Viraj Vishnu Landge,"Defender, left cover",7,6.0,/players/viraj-vishnu-landge,6,784,/teams/dabang-delhi-kc,2
150,147.0,Amit,"Defender, left cover",14,6.0,/players/amit,6,2020,/teams/up-yoddha,30
151,147.0,Darshan J.,"Defender, right cover",9,6.0,/players/darshan-j-,6,724,/teams/tamil-thalaivas,29
152,153.0,Prateek,All Rounder,6,5.0,/players/prateek,6,608,/teams/haryana-steelers,28
153,153.0,Dharmender,Raider,4,5.0,/players/dharmender,6,2314,/teams/gujarat-fortunegiants,31
154,155.0,Sudhanshu Tyagi,"Defender, right cover",13,4.0,/players/sudhanshu-tyagi,6,2328,/teams/haryana-steelers,28
155,155.0,Ajay,Defender,7,4.0,/players/ajay,6,2353,/teams/bengaluru-bulls,1
156,155.0,Arjun Deshwal,Raider,3,4.0,/players/arjun-deshwal,6,2024,/teams/u-mumba,5
157,155.0,Lokesh Kaushik,Raider,6,4.0,/players/lokesh-kaushik,6,599,/teams/jaipur-pink-panthers,3
158,155.0,Gangadhari Mallesh,Raider,6,4.0,/players/gangadhari-mallesh,6,44,/teams/jaipur-pink-panthers,3
159,155.0,Jasmer Singh Gulia,All Rounder,6,4.0,/players/jasmer-singh-gulia,6,51,/teams/bengaluru-bulls,1
160,155.0,Manoj Dhull,"Defender, right corner",8,4.0,/players/manoj-dhull,6,233,/teams/bengal-warriors,4
161,155.0,David Shilisia J Mosambayi,Raider,4,4.0,/players/david-shilisia-j-mosambayi,6,266,/teams/jaipur-pink-panthers,3
162,155.0,Amit Kumar,Raider,2,4.0,/players/amit-kumar,6,214,/teams/bengal-warriors,4
163,164.0,Rohit Kumar Choudary,Raider,6,3.0,/players/rohit-kumar-choudary,6,217,/teams/up-yoddha,30
164,164.0,Anand V,Raider,3,3.0,/players/anand-v,6,2021,/teams/bengaluru-bulls,1
165,164.0,Vijay Kumar,"Defender, right corner",4,3.0,/players/vijay-kumar,6,768,/teams/patna-pirates,6
166,164.0,Md. Masud Karim,Raider,3,3.0,/players/md--masud-karim,6,2262,/teams/up-yoddha,30
167,164.0,Mithin Kumar,Raider,3,3.0,/players/mithin-kumar,6,2302,/teams/bengal-warriors,4
168,164.0,Ankit,Defender,6,3.0,/players/ankit,6,2471,/teams/bengaluru-bulls,1
169,170.0,Vimal Raj V,All Rounder,5,2.0,/players/vimal-raj-v,6,2335,/teams/tamil-thalaivas,29
170,170.0,Gaurav Kumar,Raider,3,2.0,/players/gaurav-kumar,6,2313,/teams/u-mumba,5
171,170.0,Amit Kharb,"Defender, right cover",6,2.0,/players/amit-kharb,6,793,/teams/gujarat-fortunegiants,31
172,170.0,Vishav Chaudhary,"Defender, left cover",2,2.0,/players/vishav-chaudhary,6,698,/teams/up-yoddha,30
173,170.0,N. Shiva Ramakrishna,All Rounder,1,2.0,/players/n--shiva-ramakrishna,6,708,/teams/jaipur-pink-panthers,3
174,170.0,Shubham Ashok Palkar,Raider,4,2.0,/players/shubham-ashok-palkar,6,605,/teams/gujarat-fortunegiants,31
175,170.0,Wazir Singh,Raider,2,2.0,/players/wazir-singh,6,124,/teams/haryana-steelers,28
176,177.0,Tae Deok Eom,All Rounder,11,1.0,/players/tae-deok-eom,6,14,/teams/patna-pirates,6
177,177.0,Nithesh B R,"Defender, right corner",2,1.0,/players/nithesh-b-r,6,74,/teams/bengaluru-bulls,1
178,177.0,Bajirao Hodage,"Defender, right cover",6,1.0,/players/bajirao-hodage,6,164,/teams/jaipur-pink-panthers,3
179,177.0,Sombir,Defender,4,1.0,/players/sombir,6,361,/teams/telugu-titans,8
180,177.0,E Subash,All Rounder,2,1.0,/players/e-subash,6,690,/teams/u-mumba,5
181,177.0,Tapas Pal,All Rounder,2,1.0,/players/tapas-pal,6,661,/teams/dabang-delhi-kc,2
182,177.0,Pankaj,All Rounder,1,1.0,/players/pankaj,6,665,/teams/up-yoddha,30
183,177.0,Arun Kumar HN,Raider,2,1.0,/players/arun-kumar-hn,6,2318,/teams/haryana-steelers,28
184,177.0,Vikram Kandola,"Defender, left cover",1,1.0,/players/vikram-kandola,6,2351,/teams/gujarat-fortunegiants,31
185,177.0,Aashish Nagar,"Defender, right corner",3,1.0,/players/aashish-nagar,6,2482,/teams/up-yoddha,30
0,1.0,Kashiling Adake,Raider,14,117.0,/players/kashiling-adake,2,58,/teams/dabang-delhi-kc,2
1,2.0,Manjeet Chhillar,All Rounder,16,107.0,/players/manjeet-chhillar,2,69,/teams/bengaluru-bulls,1
2,2.0,Rahul Chaudhari,Raider,14,107.0,/players/rahul-chaudhari,2,81,/teams/telugu-titans,8
3,4.0,Deepak Niwas Hooda,All Rounder,15,96.0,/players/deepak-niwas-hooda,2,41,/teams/telugu-titans,8
4,5.0,Rajesh Narwal,All Rounder,14,87.0,/players/rajesh-narwal,2,86,/teams/jaipur-pink-panthers,3
5,6.0,Sandeep Narwal,All Rounder,16,83.0,/players/sandeep-narwal,2,142,/teams/patna-pirates,6
6,7.0,Anup Kumar,Raider,14,81.0,/players/anup-kumar,2,29,/teams/u-mumba,5
7,8.0,Ajay Thakur,Raider,13,80.0,/players/ajay-thakur,2,26,/teams/bengaluru-bulls,1
8,9.0,Jasvir Singh,Raider,13,74.0,/players/jasvir-singh,2,52,/teams/jaipur-pink-panthers,3
9,10.0,Sandeep Kandola,"Defender, left corner",16,70.0,/players/sandeep-kandola,2,248,/teams/telugu-titans,8
10,11.0,Wazir Singh,Raider,11,67.0,/players/wazir-singh,2,124,/teams/puneri-paltan,7
11,12.0,Sukesh Hegde,Raider,13,64.0,/players/sukesh-hegde,2,111,/teams/telugu-titans,8
12,12.0,Ravinder Pahal,"Defender, right corner",14,64.0,/players/ravinder-pahal,2,157,/teams/dabang-delhi-kc,2
13,12.0,Rohit Kumar Choudary,Raider,14,64.0,/players/rohit-kumar-choudary,2,217,/teams/dabang-delhi-kc,2
14,15.0,Kuldeep Singh,All Rounder,14,62.0,/players/kuldeep-singh,2,252,/teams/jaipur-pink-panthers,3
15,16.0,Deepak Narwal,Raider,16,61.0,/players/deepak-narwal,2,211,/teams/patna-pirates,6
16,16.0,Dharmaraj Cheralathan,"Defender, right and left corner",15,61.0,/players/dharmaraj-cheralathan,2,42,/teams/bengaluru-bulls,1
17,18.0,Prashanth Kumar Rai,Raider,15,58.0,/players/prashanth-kumar-rai,2,155,/teams/telugu-titans,8
18,18.0,Rishank Devadiga,Raider,13,58.0,/players/rishank-devadiga,2,94,/teams/u-mumba,5
19,20.0,Mahendra Ganesh Rajput,Raider,12,56.0,/players/mahendra-ganesh-rajput,2,163,/teams/bengal-warriors,4
20,21.0,Sonu Narwal,Raider,11,51.0,/players/sonu-narwal,2,190,/teams/jaipur-pink-panthers,3
21,22.0,Jang Kun Lee,Raider,14,50.0,/players/jang-kun-lee,2,12,/teams/bengal-warriors,4
22,23.0,Gurvinder Singh,Raider,16,49.0,/players/gurvinder-singh,2,46,/teams/patna-pirates,6
23,24.0,Ravi Dalal,Raider,11,47.0,/players/ravi-dalal,2,92,/teams/patna-pirates,6
24,24.0,Shabeer Bappu,Raider,10,47.0,/players/shabeer-bappu,2,105,/teams/u-mumba,5
25,26.0,Ran Singh,All Rounder,14,44.0,/players/ran-singh,2,160,/teams/jaipur-pink-panthers,3
26,26.0,Surender Nada,"Defender, left corner",14,44.0,/players/surender-nada,2,146,/teams/u-mumba,5
27,28.0,Mohit Chhillar,"Defender, right corner",14,42.0,/players/mohit-chhillar,2,71,/teams/u-mumba,5
28,28.0,Pravin Niwale,Raider,8,42.0,/players/pravin-niwale,2,79,/teams/puneri-paltan,7
29,30.0,Sunil Jaipal,Raider,10,40.0,/players/sunil-jaipal,2,141,/teams/bengal-warriors,4
30,31.0,Jeeva Kumar,"Defender, right and left cover",13,39.0,/players/jeeva-kumar,2,54,/teams/u-mumba,5
31,32.0,Meraj Sheykh,All Rounder,15,38.0,/players/meraj-sheykh,2,251,/teams/telugu-titans,8
32,33.0,Ravi Kumar,"Defender, right cover",13,37.0,/players/ravi-kumar,2,240,/teams/puneri-paltan,7
33,34.0,Somvir Shekhar,"Defender, right cover",14,35.0,/players/somvir-shekhar,2,109,/teams/bengaluru-bulls,1
34,35.0,Rajesh Mondal,Raider,15,34.0,/players/rajesh-mondal,2,85,/teams/bengaluru-bulls,1
35,36.0,Nilesh Shinde,"Defender, right corner",12,30.0,/players/nilesh-shinde,2,73,/teams/bengal-warriors,4
36,36.0,Bhupender Singh,All Rounder,11,30.0,/players/bhupender-singh,2,34,/teams/u-mumba,5
37,36.0,Joginder Singh Narwal,"Defender, left corner",14,30.0,/players/joginder-singh-narwal,2,194,/teams/bengaluru-bulls,1
38,36.0,D. Suresh Kumar,"Defender, right cover",16,30.0,/players/d--suresh-kumar,2,162,/teams/patna-pirates,6
39,40.0,Girish Maruti Ernak,"Defender, left corner",13,27.0,/players/girish-maruti-ernak,2,161,/teams/patna-pirates,6
40,41.0,Pradeep Kumar,Raider,6,26.0,/players/pradeep-kumar,2,171,/teams/u-mumba,5
41,41.0,Vishal Mane,"Defender, right cover",14,26.0,/players/vishal-mane,2,123,/teams/u-mumba,5
42,41.0,Amit Hooda,"Defender, right corner",12,26.0,/players/amit-hooda,2,212,/teams/patna-pirates,6
43,44.0,Sunil,"Defender, left corner",9,24.0,/players/sunil,2,207,/teams/patna-pirates,6
44,44.0,Sachin Khambe,"Defender, left corner",8,24.0,/players/sachin-khambe,2,98,/teams/bengal-warriors,4
45,46.0,Mahipal Narwal,All Rounder,9,21.0,/players/mahipal-narwal,2,67,/teams/puneri-paltan,7
46,46.0,Rakesh Narwal,Raider,11,21.0,/players/rakesh-narwal,2,204,/teams/bengaluru-bulls,1
47,48.0,Manoj Kumar,"Defender, left cover",14,20.0,/players/manoj-kumar,2,70,/teams/puneri-paltan,7
48,49.0,Shrikant Tewthia,All Rounder,9,19.0,/players/shrikant-tewthia,2,107,/teams/dabang-delhi-kc,2
49,49.0,Rakesh Singh Kumar,"Defender, left cover",13,19.0,/players/rakesh-singh-kumar,2,158,/teams/dabang-delhi-kc,2
50,49.0,Dinesh Kumar,All Rounder,8,19.0,/players/dinesh-kumar,2,182,/teams/bengal-warriors,4
51,52.0,Rajaguru Subramanian,"Defender, right cover",12,18.0,/players/rajaguru-subramanian,2,84,/teams/telugu-titans,8
52,53.0,Rakesh Kumar,All Rounder,4,17.0,/players/rakesh-kumar,2,88,/teams/patna-pirates,6
53,53.0,Rohit Rana,"Defender, left cover",10,17.0,/players/rohit-rana,2,96,/teams/jaipur-pink-panthers,3
54,53.0,Dadaso Balaso Awad,All Rounder,7,17.0,/players/dadaso-balaso-awad,2,38,/teams/dabang-delhi-kc,2
55,56.0,Tae Deok Eom,All Rounder,8,16.0,/players/tae-deok-eom,2,14,/teams/patna-pirates,6
56,56.0,Jitesh Joshi,All Rounder,5,16.0,/players/jitesh-joshi,2,55,/teams/puneri-paltan,7
57,56.0,Pawan Kumar Kadian,Raider,10,16.0,/players/pawan-kumar-kadian,2,156,/teams/u-mumba,5
58,56.0,Sanjay Kumar,All Rounder,7,16.0,/players/sanjay-kumar,2,243,/teams/puneri-paltan,7
59,60.0,Tushar Patil,Raider,6,15.0,/players/tushar-patil,2,242,/teams/puneri-paltan,7
60,61.0,Isac Antony,Raider,7,14.0,/players/isac-antony,2,238,/teams/telugu-titans,8
61,61.0,Selvamani K,Raider,10,14.0,/players/selvamani-k,2,264,/teams/dabang-delhi-kc,2
62,63.0,Yogesh Hooda,Raider,4,13.0,/players/yogesh-hooda,2,245,/teams/puneri-paltan,7
63,63.0,Kedar Lal,Raider,9,13.0,/players/kedar-lal,2,180,/teams/bengal-warriors,4
64,63.0,Ashish Chhokar,Raider,6,13.0,/players/ashish-chhokar,2,195,/teams/bengaluru-bulls,1
65,63.0,Vijin Thangadurai,"Defender, right cover",7,13.0,/players/vijin-thangadurai,2,185,/teams/bengal-warriors,4
66,63.0,Manoj Dhull,"Defender, right corner",7,13.0,/players/manoj-dhull,2,233,/teams/puneri-paltan,7
67,63.0,Bajirao Hodage,"Defender, right cover",7,13.0,/players/bajirao-hodage,2,164,/teams/bengal-warriors,4
