,rank,name,type,matchs_played,score,profile_name,season,player_id,team_name,team_id
101,98.0,Sunil Kumar,"Defender, right cover",1,1.0,/players/sunil-kumar,4,368,/teams/patna-pirates,6
102,98.0,Ajay Singh,"Defender, left corner",1,1.0,/players/ajay-singh,4,364,/teams/bengaluru-bulls,1
103,98.0,Parveen Narwal,All Rounder,1,1.0,/players/parveen-narwal,4,373,/teams/jaipur-pink-panthers,3
104,99.0,Simon Kibura,Raider,2,2.0,/players/simon-kibura,4,10,/teams/puneri-paltan,7
105,99.0,Parmod Narwal,All Rounder,4,2.0,/players/parmod-narwal,4,150,/teams/bengaluru-bulls,1
106,99.0,Vijin Thangadurai,"Defender, right cover",4,2.0,/players/vijin-thangadurai,4,185,/teams/bengal-warriors,4
107,99.0,Suresu Kumar,Raider,3,2.0,/players/suresu-kumar,4,173,/teams/u-mumba,5
108,109.0,Deepak Dhull,"Defender, left cover",1,1.0,/players/deepak-dhull,4,181,/teams/bengal-warriors,4
109,109.0,Rohit Kumar Prajapat,Raider,3,1.0,/players/rohit-kumar-prajapat,4,193,/teams/jaipur-pink-panthers,3
110,109.0,D. Gopu,"Defender, right and left corner",2,1.0,/players/d--gopu,4,152,/teams/telugu-titans,8
111,109.0,Tae Deok Eom,All Rounder,7,1.0,/players/tae-deok-eom,4,14,/teams/patna-pirates,6
112,109.0,Pravin Niwale,Raider,2,1.0,/players/pravin-niwale,4,79,/teams/dabang-delhi-kc,2
113,109.0,Raju Lal Choudhary,"Defender, right corner",1,1.0,/players/raju-lal-choudhary,4,87,/teams/jaipur-pink-panthers,3
114,109.0,G.S. Manikandan,"Defender, left cover",7,1.0,/players/g-s--manikandan,4,222,/teams/dabang-delhi-kc,2
115,109.0,T. Prasad,All Rounder,3,1.0,/players/t--prasad,4,236,/teams/telugu-titans,8
116,109.0,Isac Antony,Raider,2,1.0,/players/isac-antony,4,238,/teams/telugu-titans,8
117,109.0,Navjot Singh,"Defender, right cover",1,1.0,/players/navjot-singh,4,296,/teams/dabang-delhi-kc,2
118,109.0,Hardeep Duhan,"Defender, right corner",1,1.0,/players/hardeep-duhan,4,317,/teams/bengaluru-bulls,1
119,109.0,Parvesh Attri,Raider,1,1.0,/players/parvesh-attri,4,315,/teams/bengaluru-bulls,1
120,109.0,Ravinandan G.M.,"Defender, left corner",1,1.0,/players/ravinandan-g-m-,4,307,/teams/dabang-delhi-kc,2
121,109.0,Sanju,Raider,4,1.0,/players/sanju,4,312,/teams/telugu-titans,8
122,116.0,Inderpal Bishnoi,Raider,2,1.0,/players/inderpal-bishnoi,4,224,/teams/dabang-delhi-kc,2
123,116.0,Amit Kumar,All Rounder,1,1.0,/players/amit-kumar,4,237,/teams/puneri-paltan,7
124,116.0,Kazuhiro Takano,All Rounder,2,1.0,/players/kazuhiro-takano,4,199,/teams/jaipur-pink-panthers,3
125,116.0,Mohammad Maghshoudulu,All Rounder,4,1.0,/players/mohammad-maghshoudulu,4,200,/teams/jaipur-pink-panthers,3
126,116.0,Adinath Sakharam Gavali,"Defender, right and left cover",1,1.0,/players/adinath-sakharam-gavali,4,201,/teams/bengaluru-bulls,1
127,116.0,Jishnu,"Defender, right cover",3,1.0,/players/jishnu,4,239,/teams/telugu-titans,8
0,1.0,Pardeep Narwal,Raider,26,369.0,/players/pardeep-narwal,5,197,/teams/patna-pirates,6
1,2.0,Rohit Kumar,Raider,22,231.0,/players/rohit-kumar,5,326,/teams/bengaluru-bulls,1
2,3.0,Ajay Thakur,Raider,22,222.0,/players/ajay-thakur,5,26,/teams/tamil-thalaivas,29
3,4.0,Monu Goyat,Raider,26,202.0,/players/monu-goyat,5,388,/teams/patna-pirates,6
4,5.0,Rahul Chaudhari,Raider,22,193.0,/players/rahul-chaudhari,5,81,/teams/telugu-titans,8
5,6.0,Maninder Singh,Raider,21,192.0,/players/maninder-singh,5,143,/teams/bengal-warriors,4
6,7.0,Deepak Niwas Hooda,All Rounder,24,186.0,/players/deepak-niwas-hooda,5,41,/teams/puneri-paltan,7
7,8.0,Nitin Tomar,Raider,20,177.0,/players/nitin-tomar,5,320,/teams/up-yoddha,30
8,9.0,Sachin,Raider,24,173.0,/players/sachin,5,757,/teams/gujarat-fortunegiants,31
9,10.0,Rishank Devadiga,Raider,21,170.0,/players/rishank-devadiga,5,94,/teams/up-yoddha,30
10,11.0,Anup Kumar,Raider,21,135.0,/players/anup-kumar,5,29,/teams/u-mumba,5
11,12.0,K. Prapanjan,Raider,22,124.0,/players/k--prapanjan,5,219,/teams/tamil-thalaivas,29
12,13.0,Pawan Kumar Kadian,Raider,21,122.0,/players/pawan-kumar-kadian,5,156,/teams/jaipur-pink-panthers,3
13,13.0,Kashiling Adake,Raider,20,122.0,/players/kashiling-adake,5,58,/teams/u-mumba,5
14,15.0,Wazir Singh,Raider,21,120.0,/players/wazir-singh,5,124,/teams/haryana-steelers,28
15,16.0,Nilesh Salunke,Raider,21,105.0,/players/nilesh-salunke,5,293,/teams/telugu-titans,8
16,17.0,Meraj Sheykh,All Rounder,20,104.0,/players/meraj-sheykh,5,251,/teams/dabang-delhi-kc,2
17,18.0,Shrikant Jadhav,Raider,19,98.0,/players/shrikant-jadhav,5,106,/teams/u-mumba,5
18,19.0,Abolfazl Maghsodloumahali,Raider,19,97.0,/players/abolfazl-maghsodloumahali,5,300,/teams/dabang-delhi-kc,2
19,20.0,Rajesh Mondal,Raider,24,91.0,/players/rajesh-mondal,5,85,/teams/puneri-paltan,7
20,21.0,Jang Kun Lee,Raider,21,89.0,/players/jang-kun-lee,5,12,/teams/bengal-warriors,4
21,21.0,Ajay Kumar,Raider,22,89.0,/players/ajay-kumar,5,389,/teams/bengaluru-bulls,1
22,23.0,Deepak Narwal,Raider,16,87.0,/players/deepak-narwal,5,211,/teams/bengal-warriors,4
23,24.0,Sandeep Narwal,All Rounder,21,85.0,/players/sandeep-narwal,5,142,/teams/puneri-paltan,7
24,24.0,Nitin Rawal,Defender,21,85.0,/players/nitin-rawal,5,791,/teams/jaipur-pink-panthers,3
25,26.0,Surender Nada,"Defender, left corner",21,83.0,/players/surender-nada,5,146,/teams/haryana-steelers,28
26,27.0,Prashanth Kumar Rai,Raider,16,80.0,/players/prashanth-kumar-rai,5,155,/teams/haryana-steelers,28
27,28.0,PO Surjeet Singh,"Defender, right cover",24,79.0,/players/po-surjeet-singh,5,322,/teams/bengal-warriors,4
28,29.0,Deepak Kumar Dahiya,Raider,16,78.0,/players/deepak-kumar-dahiya,5,174,/teams/haryana-steelers,28
29,30.0,Sukesh Hegde,Raider,18,77.0,/players/sukesh-hegde,5,111,/teams/gujarat-fortunegiants,31
30,31.0,Rohit Baliyan,Raider,17,74.0,/players/rohit-baliyan,5,261,/teams/dabang-delhi-kc,2
31,32.0,Vishal Bhardwaj,All Rounder,22,71.0,/players/vishal-bhardwaj,5,358,/teams/telugu-titans,8
32,32.0,Jaideep,"Defender, left corner",26,71.0,/players/jaideep,5,579,/teams/patna-pirates,6
33,34.0,Surender Singh,Raider,18,70.0,/players/surender-singh,5,234,/teams/up-yoddha,30
34,35.0,Girish Maruti Ernak,"Defender, left corner",21,69.0,/players/girish-maruti-ernak,5,161,/teams/puneri-paltan,7
35,36.0,Tushar Patil,Raider,17,67.0,/players/tushar-patil,5,242,/teams/jaipur-pink-panthers,3
36,37.0,Jasvir Singh,Raider,15,66.0,/players/jasvir-singh,5,52,/teams/jaipur-pink-panthers,3
37,37.0,Abozar Mohajermighani,Defender,24,66.0,/players/abozar-mohajermighani,5,489,/teams/gujarat-fortunegiants,31
38,39.0,Ran Singh,All Rounder,23,64.0,/players/ran-singh,5,160,/teams/bengal-warriors,4
39,39.0,Vijay,Raider,19,64.0,/players/vijay,5,745,/teams/patna-pirates,6
40,41.0,CPO Surjeet Singh,Raider,17,63.0,/players/cpo-surjeet-singh,5,119,/teams/haryana-steelers,28
41,42.0,Mahendra Ganesh Rajput,Raider,17,62.0,/players/mahendra-ganesh-rajput,5,163,/teams/gujarat-fortunegiants,31
42,43.0,Amit Hooda,"Defender, right corner",22,61.0,/players/amit-hooda,5,212,/teams/tamil-thalaivas,29
43,44.0,Vikash Khandola,Raider,9,58.0,/players/vikash-khandola,5,366,/teams/haryana-steelers,28
44,44.0,Sunil Kumar,"Defender, right cover",24,58.0,/players/sunil-kumar,5,368,/teams/gujarat-fortunegiants,31
45,44.0,Surender Singh,"Defender, right cover",22,58.0,/players/surender-singh,5,733,/teams/u-mumba,5
46,44.0,Mahender Singh,"Defender, left cover",22,58.0,/players/mahender-singh,5,769,/teams/bengaluru-bulls,1
47,48.0,Fazel Atrachali,"Defender, left corner",24,57.0,/players/fazel-atrachali,5,259,/teams/gujarat-fortunegiants,31
48,49.0,Ravinder Pahal,"Defender, right corner",19,54.0,/players/ravinder-pahal,5,157,/teams/bengaluru-bulls,1
49,50.0,Manjeet Chhillar,All Rounder,15,52.0,/players/manjeet-chhillar,5,69,/teams/jaipur-pink-panthers,3
50,51.0,Chandran Ranjit,Raider,11,51.0,/players/chandran-ranjit,5,36,/teams/gujarat-fortunegiants,31
51,52.0,Monu,Raider,19,49.0,/players/monu,5,795,/teams/puneri-paltan,7
52,53.0,Vinod Kumar,Raider,21,48.0,/players/vinod-kumar,5,764,/teams/patna-pirates,6
53,53.0,Parvesh Bhainswal,"Defender, left cover",24,48.0,/players/parvesh-bhainswal,5,357,/teams/gujarat-fortunegiants,31
54,55.0,Kuldeep Singh,All Rounder,20,47.0,/players/kuldeep-singh,5,252,/teams/u-mumba,5
55,55.0,Mohsen Maghsoudloujafari,Raider,16,47.0,/players/mohsen-maghsoudloujafari,5,567,/teams/telugu-titans,8
56,55.0,Nitesh Kumar,"Defender, right corner",19,47.0,/players/nitesh-kumar,5,725,/teams/up-yoddha,30
57,58.0,Jeeva Kumar,"Defender, right and left cover",22,44.0,/players/jeeva-kumar,5,54,/teams/up-yoddha,30
58,59.0,Mohit Chhillar,"Defender, right corner",20,42.0,/players/mohit-chhillar,5,71,/teams/haryana-steelers,28
59,59.0,Mahesh Goud,Raider,21,42.0,/players/mahesh-goud,5,66,/teams/up-yoddha,30
60,61.0,Vinod Kumar,Raider,19,41.0,/players/vinod-kumar,5,387,/teams/bengal-warriors,4
61,61.0,Darshan J.,"Defender, right cover",20,41.0,/players/darshan-j-,5,724,/teams/tamil-thalaivas,29
62,63.0,Darshan Kadian,Raider,16,40.0,/players/darshan-kadian,5,324,/teams/u-mumba,5
63,63.0,Shrikant Tewthia,All Rounder,23,40.0,/players/shrikant-tewthia,5,107,/teams/bengal-warriors,4
64,65.0,Vishal Mane,"Defender, right cover",26,39.0,/players/vishal-mane,5,123,/teams/patna-pirates,6
65,65.0,Sombir,"Defender, right corner",17,39.0,/players/sombir,5,361,/teams/telugu-titans,8
66,67.0,Rohit Gulia,All Rounder,19,38.0,/players/rohit-gulia,5,686,/teams/gujarat-fortunegiants,31
67,67.0,Shabeer Bappu,Raider,12,38.0,/players/shabeer-bappu,5,105,/teams/u-mumba,5
68,69.0,C. Arun,"Defender, left cover",20,36.0,/players/c--arun,5,191,/teams/tamil-thalaivas,29
69,69.0,R. Sriram,Raider,11,36.0,/players/r--sriram,5,718,/teams/dabang-delhi-kc,2
70,71.0,Jawahar Dagar,Raider,18,35.0,/players/jawahar-dagar,5,390,/teams/patna-pirates,6
71,71.0,Vikas Kumar,Raider,14,35.0,/players/vikas-kumar,5,762,/teams/telugu-titans,8
72,73.0,Anand Patil,Raider,19,33.0,/players/anand-patil,5,576,/teams/dabang-delhi-kc,2
73,73.0,Sagar B Krishna,All Rounder,17,33.0,/players/sagar-b-krishna,5,347,/teams/up-yoddha,30
74,75.0,Ashish Kumar,"Defender, right cover",20,32.0,/players/ashish-kumar,5,202,/teams/bengaluru-bulls,1
75,75.0,Kuldeep Singh,"Defender, left corner",16,32.0,/players/kuldeep-singh,5,61,/teams/bengaluru-bulls,1
76,77.0,Sunil Jaipal,Raider,13,31.0,/players/sunil-jaipal,5,141,/teams/bengaluru-bulls,1
77,77.0,Sidharth,All Rounder,21,31.0,/players/sidharth,5,611,/teams/jaipur-pink-panthers,3
78,79.0,Vineet Sharma,Raider,18,30.0,/players/vineet-sharma,5,268,/teams/tamil-thalaivas,29
79,79.0,Somvir Shekhar,"Defender, right cover",22,30.0,/players/somvir-shekhar,5,109,/teams/jaipur-pink-panthers,3
80,79.0,Ravi Kumar,"Defender, right cover",23,30.0,/players/ravi-kumar,5,240,/teams/puneri-paltan,7
81,82.0,Dong Geon Lee,Raider,17,29.0,/players/dong-geon-lee,5,522,/teams/tamil-thalaivas,29
82,82.0,D. Pradap,All Rounder,16,29.0,/players/d--pradap,5,722,/teams/tamil-thalaivas,29
83,84.0,Farhad Rahimi Milaghardan,"Defender, right cover",18,28.0,/players/farhad-rahimi-milaghardan,5,482,/teams/telugu-titans,8
84,84.0,Bhupender Singh,All Rounder,17,28.0,/players/bhupender-singh,5,34,/teams/bengal-warriors,4
85,84.0,Satpal,"Defender, right corner",10,28.0,/players/satpal,5,773,/teams/dabang-delhi-kc,2
86,87.0,Rajesh Narwal,All Rounder,16,27.0,/players/rajesh-narwal,5,86,/teams/up-yoddha,30
87,88.0,Vikash,"Defender, right corner",19,26.0,/players/vikash,5,734,/teams/haryana-steelers,28
88,89.0,Dharmaraj Cheralathan,"Defender, right and left corner",18,25.0,/players/dharmaraj-cheralathan,5,42,/teams/puneri-paltan,7
89,89.0,Sunil,"Defender, left corner",18,25.0,/players/sunil,5,207,/teams/dabang-delhi-kc,2
90,91.0,Harish Naik,Raider,14,24.0,/players/harish-naik,5,372,/teams/bengaluru-bulls,1
91,91.0,Gurvinder Singh,Raider,9,24.0,/players/gurvinder-singh,5,46,/teams/bengaluru-bulls,1
92,91.0,Nilesh Shinde,"Defender, right corner",15,24.0,/players/nilesh-shinde,5,73,/teams/dabang-delhi-kc,2
93,91.0,Rohit Rana,"Defender, left cover",21,24.0,/players/rohit-rana,5,96,/teams/telugu-titans,8
94,91.0,Rakesh Singh Kumar,"Defender, left cover",19,24.0,/players/rakesh-singh-kumar,5,158,/teams/haryana-steelers,28
95,96.0,Rakesh Kumar,All Rounder,10,23.0,/players/rakesh-kumar,5,88,/teams/telugu-titans,8
96,96.0,Ajit Singh,Raider,11,23.0,/players/ajit-singh,5,648,/teams/jaipur-pink-panthers,3
97,98.0,Sachin Shingade,"Defender, left cover",26,22.0,/players/sachin-shingade,5,165,/teams/patna-pirates,6
98,98.0,Manish,"Defender, right cover",23,22.0,/players/manish,5,728,/teams/patna-pirates,6
99,98.0,Suresh Kumar,Raider,11,22.0,/players/suresh-kumar,5,771,/teams/puneri-paltan,7
100,98.0,Rinku Narwal,"Defender, left corner",13,22.0,/players/rinku-narwal,5,796,/teams/puneri-paltan,7
101,102.0,Akshay Jadhav,Raider,10,21.0,/players/akshay-jadhav,5,365,/teams/puneri-paltan,7
102,103.0,Ziaur Rahman,"Defender, left cover",16,20.0,/players/ziaur-rahman,5,536,/teams/puneri-paltan,7
103,103.0,Hadi Oshtorak,All Rounder,16,20.0,/players/hadi-oshtorak,5,249,/teams/u-mumba,5
104,105.0,Rakesh Narwal,Raider,6,18.0,/players/rakesh-narwal,5,204,/teams/gujarat-fortunegiants,31
105,106.0,Sunil Siddhgavali,Raider,12,16.0,/players/sunil-siddhgavali,5,613,/teams/jaipur-pink-panthers,3
106,106.0,Pankaj,All Rounder,13,16.0,/players/pankaj,5,665,/teams/up-yoddha,30
107,106.0,Elangeshwaran R,All Rounder,5,16.0,/players/elangeshwaran-r,5,667,/teams/telugu-titans,8
108,106.0,M. Thivakaran,Raider,9,16.0,/players/m--thivakaran,5,696,/teams/tamil-thalaivas,29
109,106.0,Viraj Vishnu Landge,"Defender, left cover",19,16.0,/players/viraj-vishnu-landge,5,784,/teams/dabang-delhi-kc,2
110,106.0,More GB,Raider,6,16.0,/players/more-gb,5,772,/teams/puneri-paltan,7
111,112.0,Santhapanaselvam,All Rounder,10,15.0,/players/santhapanaselvam,5,676,/teams/jaipur-pink-panthers,3
112,113.0,Rakshith,Raider,6,14.0,/players/rakshith,5,837,/teams/telugu-titans,8
113,114.0,Neeraj Kumar,"Defender, right cover",17,13.0,/players/neeraj-kumar,5,637,/teams/haryana-steelers,28
114,114.0,Rohit Kumar Choudary,Raider,11,13.0,/players/rohit-kumar-choudary,5,217,/teams/puneri-paltan,7
115,114.0,Swapnil Dilip Shinde,"Defender, right cover",13,13.0,/players/swapnil-dilip-shinde,5,170,/teams/dabang-delhi-kc,2
116,114.0,Vikas Jaglan,Raider,13,13.0,/players/vikas-jaglan,5,121,/teams/patna-pirates,6
117,114.0,Nitin Madane,Raider,12,13.0,/players/nitin-madane,5,75,/teams/u-mumba,5
118,119.0,Santhosh B.S,"Defender, left corner",9,12.0,/players/santhosh-b-s,5,101,/teams/up-yoddha,30
119,119.0,Ashish Chhokar,Raider,5,12.0,/players/ashish-chhokar,5,195,/teams/haryana-steelers,28
120,119.0,N. Renjith,"Defender, left corner",11,12.0,/players/n--renjith,5,710,/teams/u-mumba,5
121,122.0,Bajirao Hodage,"Defender, right cover",12,11.0,/players/bajirao-hodage,5,164,/teams/dabang-delhi-kc,2
122,122.0,Vishal,All Rounder,5,11.0,/players/vishal,5,735,/teams/dabang-delhi-kc,2
123,122.0,Yatharth Deshwal,All Rounder,6,11.0,/players/yatharth-deshwal,5,736,/teams/dabang-delhi-kc,2
124,125.0,Pawan Kumar Sehrawat,Raider,9,10.0,/players/pawan-kumar-sehrawat,5,318,/teams/gujarat-fortunegiants,31
125,126.0,Hadi Tajik,"Defender, right corner",9,9.0,/players/hadi-tajik,5,301,/teams/up-yoddha,30
126,126.0,Tapas Pal,All Rounder,5,9.0,/players/tapas-pal,5,661,/teams/dabang-delhi-kc,2
127,126.0,Joginder Singh Narwal,"Defender, left corner",8,9.0,/players/joginder-singh-narwal,5,194,/teams/u-mumba,5
128,129.0,D. Suresh Kumar,"Defender, right cover",5,8.0,/players/d--suresh-kumar,5,162,/teams/u-mumba,5
129,129.0,Ravi Dalal,Raider,5,8.0,/players/ravi-dalal,5,92,/teams/dabang-delhi-kc,2
130,129.0,Mohan Raman G,Raider,4,8.0,/players/mohan-raman-g,5,689,/teams/u-mumba,5
131,129.0,Virender Wazir Singh,Raider,3,8.0,/players/virender-wazir-singh,5,313,/teams/bengal-warriors,4
132,129.0,Deepak Yadav,"Defender, right cover",4,8.0,/players/deepak-yadav,5,694,/teams/u-mumba,5
133,129.0,Kuldeep Singh,All Rounder,5,8.0,/players/kuldeep-singh,5,732,/teams/haryana-steelers,28
134,135.0,Deepak Kumar Rathee,All Rounder,6,7.0,/players/deepak-kumar-rathee,5,275,/teams/haryana-steelers,28
135,135.0,Shubham Ashok Palkar,Raider,8,7.0,/players/shubham-ashok-palkar,5,605,/teams/dabang-delhi-kc,2
136,135.0,Preetam Chhillar,All Rounder,16,7.0,/players/preetam-chhillar,5,167,/teams/bengaluru-bulls,1
137,135.0,Sachin Kumar,"Defender, left corner",9,7.0,/players/sachin-kumar,5,218,/teams/bengaluru-bulls,1
138,139.0,Manoj Dhull,"Defender, right corner",9,6.0,/players/manoj-dhull,5,233,/teams/jaipur-pink-panthers,3
139,139.0,Vinoth Kumar,Raider,4,6.0,/players/vinoth-kumar,5,172,/teams/telugu-titans,8
140,139.0,Mayur Shivtarkar,All Rounder,5,6.0,/players/mayur-shivtarkar,5,578,/teams/haryana-steelers,28
141,139.0,Rahul Kumar,"Defender, right cover",10,6.0,/players/rahul-kumar,5,288,/teams/bengal-warriors,4
142,139.0,Rahul Choudhary,Raider,5,6.0,/players/rahul-choudhary,5,738,/teams/jaipur-pink-panthers,3
143,139.0,Vijay Kumar,"Defender, left corner",8,6.0,/players/vijay-kumar,5,768,/teams/tamil-thalaivas,29
144,145.0,Vikash,All Rounder,4,5.0,/players/vikash,5,741,/teams/bengal-warriors,4
145,145.0,Gurvinder Singh,"Defender, left cover",5,5.0,/players/gurvinder-singh,5,751,/teams/up-yoddha,30
146,145.0,Jeeva Gopal,"Defender, left cover",6,5.0,/players/jeeva-gopal,5,53,/teams/haryana-steelers,28
147,148.0,Vijin Thangadurai,"Defender, right cover",12,4.0,/players/vijin-thangadurai,5,185,/teams/tamil-thalaivas,29
148,148.0,Selvamani K,Raider,3,4.0,/players/selvamani-k,5,264,/teams/jaipur-pink-panthers,3
149,148.0,Sanket Chavan,"Defender, left corner",7,4.0,/players/sanket-chavan,5,360,/teams/tamil-thalaivas,29
150,148.0,Rohit,Raider,2,4.0,/players/rohit,5,730,/teams/bengaluru-bulls,1
151,152.0,Vikrant,Raider,3,3.0,/players/vikrant,5,746,/teams/telugu-titans,8
152,152.0,Muruthu M,"Defender, right cover",3,3.0,/players/muruthu-m,5,776,/teams/tamil-thalaivas,29
153,152.0,Satish,"Defender, right corner",10,3.0,/players/satish,5,790,/teams/patna-pirates,6
154,152.0,Tushar Balaram Bhoir,"Defender, right cover",8,3.0,/players/tushar-balaram-bhoir,5,792,/teams/dabang-delhi-kc,2
155,152.0,Sanoj Kumar,"Defender, left cover",2,3.0,/players/sanoj-kumar,5,640,/teams/up-yoddha,30
156,152.0,Gulveer Singh,Raider,4,3.0,/players/gulveer-singh,5,647,/teams/up-yoddha,30
157,152.0,Bhavani Rajput,Raider,4,3.0,/players/bhavani-rajput,5,660,/teams/tamil-thalaivas,29
158,152.0,E Subash,All Rounder,2,3.0,/players/e-subash,5,690,/teams/u-mumba,5
159,152.0,Rohit Kumar,"Defender, right cover",7,3.0,/players/rohit-kumar,5,712,/teams/up-yoddha,30
160,161.0,Young Chang Ko,"Defender, left cover",14,2.0,/players/young-chang-ko,5,519,/teams/bengal-warriors,4
161,161.0,Kuldeep,Raider,5,2.0,/players/kuldeep,5,392,/teams/bengal-warriors,4
162,161.0,Ravindra Ramesh Kumawat,All Rounder,2,2.0,/players/ravindra-ramesh-kumawat,5,370,/teams/bengal-warriors,4
163,161.0,Anil Kumar,"Defender, left corner",5,2.0,/players/anil-kumar,5,386,/teams/tamil-thalaivas,29
164,161.0,David Shilisia J Mosambayi,Raider,2,2.0,/players/david-shilisia-j-mosambayi,5,266,/teams/haryana-steelers,28
165,161.0,Shashank Wankhede,"Defender, left cover",3,2.0,/players/shashank-wankhede,5,279,/teams/bengal-warriors,4
166,161.0,Suresu Kumar,Raider,3,2.0,/players/suresu-kumar,5,173,/teams/dabang-delhi-kc,2
167,161.0,Parmod Narwal,All Rounder,6,2.0,/players/parmod-narwal,5,150,/teams/haryana-steelers,28
168,161.0,Vinod Kumar,"Defender, left cover",4,2.0,/players/vinod-kumar,5,215,/teams/telugu-titans,8
169,161.0,Babu M,"Defender, left cover",2,2.0,/players/babu-m,5,726,/teams/haryana-steelers,28
170,171.0,Munish,Raider,3,1.0,/players/munish,5,774,/teams/telugu-titans,8
171,171.0,Anil Kumar,Raider,2,1.0,/players/anil-kumar,5,765,/teams/bengal-warriors,4
172,171.0,Dong Ju Hong,All Rounder,3,1.0,/players/dong-ju-hong,5,11,/teams/u-mumba,5
173,171.0,Manoj Kumar,"Defender, left cover",5,1.0,/players/manoj-kumar,5,70,/teams/gujarat-fortunegiants,31
174,171.0,Rupesh Tomar,All Rounder,1,1.0,/players/rupesh-tomar,5,97,/teams/dabang-delhi-kc,2
175,171.0,Anil Kumar,"Defender, left cover",5,1.0,/players/anil-kumar,5,311,/teams/tamil-thalaivas,29
176,171.0,Umesh Mhatre,Raider,5,1.0,/players/umesh-mhatre,5,272,/teams/puneri-paltan,7
177,171.0,Ravinder Kumar,"Defender, right corner",1,1.0,/players/ravinder-kumar,5,384,/teams/jaipur-pink-panthers,3
178,171.0,Yong Joo Ok,All Rounder,1,1.0,/players/yong-joo-ok,5,513,/teams/u-mumba,5
179,171.0,Ajvender Singh,Raider,2,1.0,/players/ajvender-singh,5,705,/teams/up-yoddha,30
180,171.0,Vishnu Uthaman,Raider,3,1.0,/players/vishnu-uthaman,5,580,/teams/patna-pirates,6
