,player_id,name,type,team_id,team_name,rank,index,matches played,total points earned,Most points in a match,not out percent,total raids,Successful Raids percent,No of Super Raids,Super 10s,Total Raid Points,Average Raid Points per Match,No of super tackles,high 5s,Total tackle points,average tackle per match,Total tackles,Tackle Strike Rate
103,26,Ajay Thakur,Raider,29,/teams/tamil-thalaivas,22.0,Season 5,22.0,222.0,20.0,81.57,407.0,52.33,3.0,12.0,213.0,9.68,0.0,0.0,9.0,0.4,25.0,36.0
104,26,Ajay Thakur,Raider,29,/teams/tamil-thalaivas,22.0,Season 4,16.0,64.0,12.0,78.06,155.0,40.64,5.0,1.0,63.0,3.93,0.0,0.0,1.0,0.06,8.0,12.5
105,26,Ajay Thakur,Raider,29,/teams/tamil-thalaivas,22.0,Season 3,14.0,56.0,11.0,77.02,148.0,35.13,2.0,1.0,52.0,3.71,0.0,0.0,4.0,0.28,9.0,44.44
106,26,Ajay Thakur,Raider,29,/teams/tamil-thalaivas,22.0,Season 2,13.0,80.0,12.0,71.05,190.0,41.57,6.0,2.0,79.0,6.07,0.0,0.0,1.0,0.07,6.0,16.66
107,26,Ajay Thakur,Raider,29,/teams/tamil-thalaivas,22.0,Season 1,15.0,127.0,16.0,74.56,228.0,53.5,2.0,5.0,122.0,8.13,0.0,0.0,5.0,0.33,18.0,27.77
108,358,Vishal Bhardwaj,Defender,8,/teams/telugu-titans,22.0,Overall,57.0,196.0,9.0,98.33,60.0,1.66,0.0,0.0,1.0,0.01,21.0,15.0,195.0,3.05,342.0,57.01
109,358,Vishal Bhardwaj,Defender,8,/teams/telugu-titans,22.0,Season 7,16.0,58.0,8.0,100.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,58.0,3.06,95.0,61.05
110,358,Vishal Bhardwaj,Defender,8,/teams/telugu-titans,22.0,Season 6,17.0,60.0,9.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,60.0,3.0,95.0,63.15
111,358,Vishal Bhardwaj,Defender,8,/teams/telugu-titans,22.0,Season 5,22.0,71.0,7.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,71.0,3.09,137.0,51.82
112,358,Vishal Bhardwaj,Defender,8,/teams/telugu-titans,22.0,Season 4,2.0,7.0,5.0,100.0,1.0,100.0,0.0,0.0,1.0,0.5,0.0,0.0,6.0,3.0,15.0,40.0
113,290,Sandeep Kumar Dhull,"Defender, left corner",3,/teams/jaipur-pink-panthers,22.0,Overall,61.0,194.0,8.0,60.0,5.0,20.0,0.0,0.0,1.0,0.01,18.0,13.0,193.0,2.86,360.0,53.61
114,290,Sandeep Kumar Dhull,"Defender, left corner",3,/teams/jaipur-pink-panthers,22.0,Season 7,17.0,60.0,8.0,66.66,3.0,33.33,0.0,0.0,1.0,0.05,7.0,5.0,59.0,3.05,104.0,56.73
115,290,Sandeep Kumar Dhull,"Defender, left corner",3,/teams/jaipur-pink-panthers,22.0,Season 6,22.0,67.0,6.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,67.0,2.81,128.0,52.34
116,290,Sandeep Kumar Dhull,"Defender, left corner",3,/teams/jaipur-pink-panthers,22.0,Season 4,12.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,2.91,67.0,52.23
117,290,Sandeep Kumar Dhull,"Defender, left corner",3,/teams/jaipur-pink-panthers,22.0,Season 3,10.0,32.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,32.0,2.6,61.0,52.45
118,259,Fazel Atrachali,"Defender, left corner",5,/teams/u-mumba,26.0,Overall,95.0,292.0,9.0,88.63,44.0,9.09,0.0,0.0,4.0,0.04,18.0,19.0,288.0,2.84,448.0,64.28
119,259,Fazel Atrachali,"Defender, left corner",5,/teams/u-mumba,26.0,Season 7,16.0,55.0,6.0,91.66,12.0,16.66,0.0,0.0,2.0,0.12,3.0,2.0,53.0,3.12,88.0,60.22
120,259,Fazel Atrachali,"Defender, left corner",5,/teams/u-mumba,26.0,Season 6,23.0,83.0,7.0,100.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,83.0,3.47,130.0,63.84
121,259,Fazel Atrachali,"Defender, left corner",5,/teams/u-mumba,26.0,Season 5,24.0,57.0,9.0,81.81,11.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,57.0,2.25,99.0,57.57
122,259,Fazel Atrachali,"Defender, left corner",5,/teams/u-mumba,26.0,Season 4,16.0,52.0,8.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,52.0,2.81,72.0,72.22
123,259,Fazel Atrachali,"Defender, left corner",5,/teams/u-mumba,26.0,Season 3,11.0,33.0,6.0,50.0,2.0,50.0,0.0,0.0,1.0,0.09,0.0,2.0,32.0,2.9,46.0,69.56
124,259,Fazel Atrachali,"Defender, left corner",5,/teams/u-mumba,26.0,Season 2,5.0,12.0,7.0,75.0,4.0,25.0,0.0,0.0,1.0,0.2,2.0,1.0,11.0,1.8,13.0,84.61
